defect_id,ITEMID,DEFECT_DESC,STATUS_CD,SEVERITY_CD,ENV_CD,ASSIGNED_TO,DETECTED_BY,DETECTED_DT
654484,277,"Script error is thrown when a client create workitem is opened in myworklist screen of the preparer
 
Iss 2:
Same script error is thrown even in the action list of the approver",Closed,Low,CCDEV2,360273,298950,21-JUL-13
654485,276,"ECC field is not added for a client which has EPT & ERF previously for the client. Refer clt oid - 221391495.
 
In db, the cxi_cd is incorrectly added as ERF instead of ECC which is the issue
 
Iss2:
The changed info for this ECC addition is not displayed properly. Also, it displays PRI CRDT NAIC is removed. However, no transaction was made for it.
 
Iss3:
2 transactions are listed in CC_TRANS_LOCK table. one invalid transaction is dispalyed where CCC is removed. However, no such transaction was performed
 ",Rejected,Emergency,CCDEV3,360273,298950,21-JUL-13
654486,275,"When a child client in a credit hierarchy is made as UP, The transaction gets failed but in online it shows changes submitted for approval on submision and workitem is not displayed ",Closed,Emergency,CCDEV4,360273,221129,21-JUL-13
654487,274,No changes to submit is thrown along with a script error when EPT and ERF is added for a client without EPT.,Closed,High,CCDEV5,360273,298950,21-JUL-13
582175,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,High,CCDEV1,360273,221129,24-JUL-13
582176,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Closed,High,CCDEV1,360273,273846,24-JUL-13
582177,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582178,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Closed,Medium,CCDEV1,360273,235234,24-JUL-13
582180,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,High,CCDEV1,360273,221129,24-JUL-13
582173,194,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Closed,Medium,CCDEV1,360273,235234,24-JUL-13
582174,195,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582273,194,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Closed,Medium,CCDEV1,360273,235234,24-JUL-13
582274,195,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582275,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,High,CCDEV1,360273,221129,24-JUL-13
582276,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Closed,High,CCDEV1,360273,273846,24-JUL-13
582277,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582278,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Closed,Medium,CCDEV1,360273,235234,24-JUL-13
582280,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,High,CCDEV1,360273,221129,24-JUL-13
654539,275,In the comparision popup screen the fields are not present in order wise.As per design 4.2.1.1.3 it should follow the FATCA order.Like after account name country fields should be displayed but now country fields are populated first and then account name which is incorrect.,Closed,Emergency,CCDEV5,360273,273993,27-JUL-13
654540,274,"Incorrect validation thrown - CCS-01552-ERISA Contractual Capacity field is required when ERISA Plan Regulated is Y or O - while trying to create a NON IND client with EPT as 10, ECC as 01 and ERF as Y.
",Fixed,Emergency,CCDEV1,360273,298950,28-JUL-13
654564,275,"Tax Form is not updated successfully when W8 document status is provided as ""Active Certified"" and Indicia of U.S. status found for Form W-8 client during due diligence review is provided as ""Indica cured"".
 
The page remains as it is after submit
 
tax form is not created only when these fields are given",Cannot Reproduce,High,CCDEV3,360273,273993,03-AUG-13
650561,272,"""CC-20013 : Error while Updating the database: {0}: Can't find resource for bundle java.ISTil.PropertyResourceBundle, key PE "" and ""CAAT5029:INVALID US INDICA DOCUMENT RECEIVED "" is displaying when tried to create a tax form along with  “Indicia of U.S. status found for Form W-8 client during due diligence review” as ""INDICA cURED"" and with the date field.",Closed,Emergency,CCDEV4,360273,273993,24-JUL-13
650562,273,"1.In Report type drop down it is as 'Request FB 2nd Level Review '
 
2.In Report type drop down it is as ' Request send to Sanctions Complete'",Closed,Emergency,CCDEV4,360273,335208,24-JUL-13
650563,273,"1.Unable to save the special character '&'
2.Unable to open the client with trans ID  - 11458062 ",Closed,Emergency,CCDEV4,360273,335208,24-JUL-13
650564,273,In New Case Comment after savig the work item with 2500 character and if again open the same work item only 1944 character is displayed . BIST in database 2500 character is saved,Closed,Emergency,CCDEV4,360273,335208,24-JUL-13
650565,273,"""clear all"" function is not working as expected for ""select columns to appear in the report"" grid for ""Client List Extract""Report.
 
 
Looks like it is the same issue with many reports and also adding this defect to inherent tracker-ES313
 ",Deferred,Emergency,CCDEV4,360273,322253,24-JUL-13
650566,273,"REQ_5:
The new fields Non Golden Entity Group Role and Non Golden Entity Group ID does not fetch any data in ""Client list extract report"" for a client which already has Non Golden Entity Group Role and Non Golden Entity Group ID.
 
It fetches data only when ""Select all columns"" is selected under ""Select Columns to appear in the report"" in CLE report
 
sample report ID:736986
when all selcted->736982(this is working fine)
 ",Closed,Emergency,CCDEV4,360273,322253,24-JUL-13
650567,273,The mandatory validation 'ECC is mandatory when ERF is Y/O' is thrown for an INT BU client which is incorrect,Rejected,Emergency,CCDEV4,360273,298950,24-JUL-13
650568,273,"The Error code is wrong.When providing Erisa flag is Y or N and ECC is blank.It throws the validation message as ERISA Contractual Capacity field is required when ERISA Plan Regulated is Y or O  AttribISTes: Code -> CCS-01552  ,bIST error code mentioned in the design document is CCS-01550.",Closed,Emergency,CCDEV4,360273,273846,24-JUL-13
650569,273,"'There are unsaved changes, do you want to continue' message is displayed incorrectly when there are no changes performed on a INT BU client.",Rejected,Emergency,CCDEV4,360273,298950,24-JUL-13
650570,273,"When a DEA client is activated, Active_since_dt is not updated both in DB and view/modify screen. Client id:0699736107. Trans id:11458219. User:U008881",Closed,Emergency,CCDEV4,360273,221129,24-JUL-13
650571,273,"Issue1:When modifying  client,ECC alone is provided for add transaction value get updated,it is wrong it should through  validation.
 
Issue2:When modifying  client,ECC alone is provided as invalid values for add transaction value get updated,it is wrong it should through validation.
USer:U008881
Client id:0251798230",Closed,Emergency,CCDEV4,360273,273846,24-JUL-13
650572,273,"Unable to open the BAR chart,PIE chart,LINE chart from the MIS search result screen",Closed,Emergency,CCDEV4,360273,335208,24-JUL-13
650573,273,"Activate/Deactivate template allows operation types 'a','p','d'
which is incorrect. Only Capital letters should be allowed",Closed,Emergency,CCDEV4,360273,221129,24-JUL-13
650574,273,"Issue1:When creating client with Erisa fields,ECC alone is provided.the client get created with ECC alone.it is wrong.it should through a validation.
Issue2:The above issue is occuring modify also,when add ECC alone for client it's get updated.It should through an validation.
ECC is dependent on EPT and Erisa Flag.
",Duplicate,Emergency,CCDEV4,360273,273846,24-JUL-13
650575,273,Unable to Add a Tax fom for a Client via Services. Invalid Custome ID or Customer ID not Found in Index is thrown.,Closed,Emergency,CCDEV4,360273,235251,24-JUL-13
650582,274,"The user Z245701, has update access,owner and view pi permission bIST this user is able to upload the template for deactivating a client.
 
It should throw ""You donot have permission to activate/deactivate clients"" Instead it shows ""Client is Active in CRI System"" in notification list
client: 0231840597 , trans id:11458471",Deferred,Emergency,CCDEV4,360273,221129,24-JUL-13
650583,274,The user permission for Erisa field is same as online for service.Please confirm with onsite.,Rejected,Emergency,CCDEV4,360273,273846,24-JUL-13
650584,274,"When providing Erisa Plan Type is invalid values ,it throws the validation message as ""ERISA Plan Regulated is Mandatory when ERISA Plan Type is provided""It is wrong. ",Closed,Emergency,CCDEV4,360273,273846,24-JUL-13
650585,274,"When a branch client under deactivated HO is changed from DEA-PRO via BEM, ""Failed.Invoking rules engine"" validation is shown in notification list
 
Whereas via online the status change was a success for the same client 
client id:0220473577
trans id:11458494
 ",Closed,Emergency,CCDEV4,360273,221129,24-JUL-13
650586,274,unwanted Alerts are displaying on submit of a tax form while creating the tax form with account name.,Closed,Emergency,CCDEV4,360273,273993,24-JUL-13
650594,275,"Reactivation of sanctioned client is successful
client id:0231840414 trans_id:11458593
 
Even via online reactivation is successful",Rejected,Emergency,CCDEV4,360273,221129,24-JUL-13
650595,275,"Isssue1:when providing special characters for short name other then CC  non allowable character.client get created.It is wrong it should throw an validation.
Issue2:The above issue is occuring in client modify also.",Deferred,Emergency,CCDEV4,360273,273846,24-JUL-13
650596,275,There are no values for ECC in the downloaded code value reference sheet for NON IND client creation,Closed,Emergency,CCDEV4,360273,298950,24-JUL-13
650597,275,Unable to create NON IND/INT clients via OTS. There is no client created with the given OTS id.,Re-Open,Emergency,CCDEV4,360273,298950,24-JUL-13
650598,275,when the user close the comparision popup screen(not the close bISTton) which is present at the top most right(X) then again if the user submit the transaction the screen remains as it is.nothing is happening.,Closed,Emergency,CCDEV4,360273,273993,24-JUL-13
650599,275,In the comparision popup screen the fields are not present in order wise.As per design 4.2.1.1.3 it should follow the FATCA order.Like after account name country fields should be displayed bIST now country fields are populated first and then account name which is incorrect.,Re-Open,Emergency,CCDEV4,360273,273993,24-JUL-13
650576,273,"Unable to create client with Erisa fields.It throws the validation as ""ERISA Plan Regulated is Mandatory when ERISA Plan Type is provided """,Cannot Reproduce,Emergency,CCDEV4,360273,273846,24-JUL-13
650577,274,"When a client with only non-CLT role is changed from DEA-ACT, Donot trade reason code is still ""not active""
It should be changed to ""non client role""",Closed,Emergency,CCDEV4,360273,221129,24-JUL-13
650578,274,"Issue 1:When modifying Erisa fields for approval scenario.it was updated directly.
 It should go for approval when modifying erisa fields.
 
Issue 2:The client is already have pending approval,when modifying Erisa fields for that client bIST its get updated directly.it is wrong.it should throw an validation.
 
User:U008881
Client id:0251798341
Trans id:7970066 
 ",Closed,Emergency,CCDEV4,360273,273846,24-JUL-13
650579,274,"Unable to search the client , ",Closed,Emergency,CCDEV4,360273,273846,24-JUL-13
650580,274,"""CC-CIS request timed oIST. Please try again."" is displaying while performing merge transaction.",Closed,Emergency,CCDEV4,360273,273993,24-JUL-13
650581,274,"If empty value is provided for the field “Date indicia of U.S. status for W-8 client cured” and if the value of “Indicia of U.S. status found for Form W-8 client during due diligence review” is provided as “C (Indicia Cured)”, then the entered value for “Date indicia of U.S. status for W-8 client cured” will be suppressed and defaulted with the system date.",Closed,Emergency,CCDEV4,360273,235251,24-JUL-13
650587,274,"Unable to perform any Transactions related to FATCA TAX Form Maintenance.
A Validation 'Functional ID is missing' is thrown.",Rejected,Emergency,CCDEV4,360273,235251,24-JUL-13
650588,274,"Unable to create tax form for PE lob.
 
""CC-20013 : Error while Updating the database: {0}: Can't find resource for bundle java.ISTil.PropertyResourceBundle, key PE "" is displaying on submit.
 
able to create the tax form for other lob's",Deferred,Emergency,CCDEV4,360273,273993,24-JUL-13
650589,274,Tax forms are not propogating from NONSURVIVING to SURVIVING vis CIS INBOUND MERGE.,Rejected,Emergency,CCDEV4,360273,273993,24-JUL-13
650590,274,Script error is displayed when the subtype conversion from NON IND to INT is done along with ECC addition for a client which had EPT & ERF as N. ,Re-Open,Emergency,CCDEV4,360273,298950,24-JUL-13
650591,274,Unable to add ECC to a HO client. It throws script error,Re-Open,Emergency,CCDEV4,360273,298950,24-JUL-13
650592,274,Comparision popup screen is not displaying on submit while creating a tax form.,Closed,Emergency,CCDEV4,360273,273993,24-JUL-13
650593,275,"when providing invalid values for the field EPT ,Erisa flag and ECC.first it throws the validation messgae as ""Ecc is invalid"".it is wrong it should through the validation as""EPT is invalid"".",Ready-to-Retest,Emergency,CCDEV4,360273,273846,24-JUL-13
650510,271,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,Emergency,CCDEV4,360273,221129,24-JUL-13
650511,271,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Closed,Emergency,CCDEV4,360273,273846,24-JUL-13
650512,271,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Emergency,CCDEV4,360273,221129,24-JUL-13
650513,271,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Closed,Emergency,CCDEV4,360273,235234,24-JUL-13
650514,271,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Emergency,CCDEV4,360273,221129,24-JUL-13
650515,271,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,Emergency,CCDEV4,360273,221129,24-JUL-13
650517,271,"Unable to create a client via Services and the following error message has been displayed.
 
""CC-50034 : Error while sending message to Change Event Queue Linked Exception :MQJE001: Completion Code '2', Reason '2009'.: MQJMS2007: failed to send message to MQ queue"" ",Closed,Emergency,CCDEV4,360273,114038,24-JUL-13
650516,271,"Issue 1:
When a User tries to provide access for a SID/ GID 'E115085' by providing GID_TYPE as 'Owner Approver', LOB_GRP_CD drop down has a value 'CCR'. Ideally, it should have a Value 'NRG'.
 
 
Issue 2:
LOB_OWNR_CD dropdown should contain all the New Owner ('AS', 'OT', 'IM', 'MM',  'CC' , 'XX', 'TS) Codes along with the existing Owner Code. BIST it doesnt contain the Owner Code 'XX'.
Owner Code 'XX' is NOT present in LOB_OWNR_CD column in CC_ORG_LOB_MAPPING table",Closed,Emergency,CCDEV4,360273,235251,24-JUL-13
650518,272,Error occured in services is displayed in dev3 for any valid xmls uploaded,Closed,Emergency,CCDEV4,360273,221129,24-JUL-13
650519,273,"Issue 1: When creating a client with OT orgcodes -25701(SAP code-358800), 27506(SAP code -429000) via inbound, client gets created with RD orgcode(88503)
 
Issue 2: Two different ownercodes are displayed for an org code(10344)",Rejected,Emergency,CCDEV4,360273,221129,24-JUL-13
650520,274,"In approver Action list,when providing comments and save the transaction,it throws the sorry error page.",Closed,Emergency,CCDEV4,360273,273846,24-JUL-13
650521,275,"While creating a client via online, in ownership tab when the LOB is given as RET, orgcode as any CCR orgcode and searched, no search results found is displayed ",Rejected,Emergency,CCDEV4,360273,221129,24-JUL-13
650522,276,The new tag 'ReturnonlyFATCAprofile' is not existing in XSD,Closed,Emergency,CCDEV4,360273,335208,24-JUL-13
650523,277,All the reports are in queue status for a very long time,Closed,Emergency,CCDEV4,360273,221129,24-JUL-13
650524,278,FATCA details can't be fetched when the 'Return Only FATCA Profile' is blank,Closed,Emergency,CCDEV4,360273,335208,24-JUL-13
650525,279,"Reports are not downloaded when file id is clicked. ""Internet explorer cannot display the page"" is shown",Closed,Emergency,CCDEV4,360273,221129,24-JUL-13
650526,280,"""No search Results are found""is displaying when tried to link an account to a TaxForm ID in ""Tax form account linkage screen""",Closed,Emergency,CCDEV4,360273,335208,24-JUL-13
650547,272,No changes to submit is thrown along with a script error when EPT and ERF is added for a client withoIST EPT.,Closed,Emergency,CCDEV4,360273,298950,24-JUL-13
650548,272,"During Client create and modify via inbound , processed flag is not changing to 'Y' in cis_inbound table",Closed,Emergency,CCDEV4,360273,221129,24-JUL-13
650549,272,Unable to create a credit NON IND client withoIST EPT & ERF. The page just reloads on submi,Closed,Emergency,CCDEV4,360273,298950,24-JUL-13
650550,272,The changed info is not displayed properly in CLIENT_AUX_INFO table when ECC is removed for a client with ERF as N. ,Ready-to-Retest,Emergency,CCDEV4,360273,298950,24-JUL-13
650551,272,This looks like an inherent issue however not sure. The EPT value displayed in download as excel option is incorrect. It displays the value as Deferred Compensation Plans instead of ESOPS.,Deferred,Emergency,CCDEV4,360273,298950,24-JUL-13
650552,272,A blank value is inserted as CXI_VALUE in CLIENT_AUX_INFO table with CXI_CD as ECC when ERF is changed from Y to N for a client withoIST ECC.,Closed,Emergency,CCDEV4,360273,298950,24-JUL-13
650553,272,Script error is thrown while trying to update the ERF as O from Y and ECC with a new value. ,Closed,Emergency,CCDEV4,360273,298950,24-JUL-13
650554,272,"Script error is displayed on load of aNON IND client in act/dea clt screen. Refer clt oid - 220529680, user - U851443",Rejected,Emergency,CCDEV4,360273,298950,24-JUL-13
650555,272,"On click of approve, the TSS workitem does not get submitted instead the page just reloads when ECC is entered along with erisa fields for a TSS open client workitem in TSS action list of the reviewer",Closed,Emergency,CCDEV4,360273,298950,24-JUL-13
650556,272,"A script error is thrown in view client pop up which opens on click of the client id hyperlink in view hierarchy screen
 
ISS2:
Unable to check if the ecc is enabled/disabled for non tss user due to this script error",Re-Open,Emergency,CCDEV4,360273,298950,24-JUL-13
650557,272,A script error is thrown along with sorry error occured page for an INT client id in view client pop up displayed on click of client id hyperlink in tax form maintenance screen,Closed,Emergency,CCDEV4,360273,298950,24-JUL-13
650558,272,"While reprocessing in index orm, it creates two duplicate transaction entries for modifying the ERF from Yes to No and removing the ECC. One transaction is pending for approval, the other transaction is directly updated. However in db, the values are directly updated",Open,Emergency,CCDEV4,360273,298950,24-JUL-13
650559,272,"History is not displaying for the client  if the we select the Entity as Tax Form and Data Element as ""Indicia of U.S. status found for Form W-8 client during due diligence review""
 
And also Account name is displaying in history screen and TAX_FM,HIST_TAX_FM tables  even that tax form is not having any account name which is incorrect.",Deferred,Emergency,CCDEV4,360273,273993,24-JUL-13
650560,272," the field “Indicia of U.S. status found for Form W-8 client during due diligence review” , “Date indicia of U.S. status for W-8 client cured” fields ,are not displaying for update form transactions in the print popup screen. 
 
Issue 2:the field Document received to cure indicia of U.S. status field also is not displaying in the print popup screen",Deferred,Emergency,CCDEV4,360273,273993,24-JUL-13
654567,272,"History is not displaying for the client  if the we select the Entity as Tax Form and Data Element as ""Indicia of U.S. status found for Form W-8 client during due diligence review""
 
And also Account name is displaying in history screen and TAX_FM,HIST_TAX_FM tables  even that tax form is not having any account name which is incorrect.",Deferred,Emergency,CCDEV1,360273,273993,29-SEP-13
654568,271," the field “Indicia of U.S. status found for Form W-8 client during due diligence review” , “Date indicia of U.S. status for W-8 client cured” fields ,are not displaying for update form transactions in the print popup screen. 
 
Issue 2:the field Document received to cure indicia of U.S. status field also is not displaying in the print popup screen",Hold,Emergency,CCDEV2,360273,273993,27-JUL-13
654569,195,"when providing fully special characters for name 1 and name 2 in CIS inbound,it throws the validation message.but name we can able to provide fully special character.",Fixed,Medium,CCDEV5,360273,273846,03-AUG-13
654565,274,values which are provided while creating a taxform are not present after form is created,Duplicate,High,CCDEV4,360273,273993,03-AUG-13
654566,273,"While reprocessing in index orm, it creates two duplicate transaction entries for modifying the ERF from Yes to No and removing the ECC. One transaction is pending for approval, the other transaction is directly updated. However in db, the values are directly updated",Fixed,Emergency,CCDEV1,360273,298950,25-JUL-13
654572,192,"Tax Form is not updated successfully when W8 document status is provided as ""Active Certified"" and Indicia of U.S. status found for Form W-8 client during due diligence review is provided as ""Indica cured"".
 
The page remains as it is after submit
 
tax form is not created only when these fields are given",Cannot Reproduce,High,CCDEV3,360273,273993,03-AUG-13
654570,194,CCS-01552-ERISA Contractual Capacity field is required when ERISA Plan Regulated is Y or O - incorrect validation is thrown when ECC is not entered with ERF as Y/O while creating a VEN role client in MCC,Deferred,Medium,CCDEV1,360273,298950,03-AUG-13
654571,193,In Comparision pop up screen Country with US is not displaying,Hold,Emergency,CCDEV2,360273,335208,03-AUG-13
650600,275,"Incorrect validation thrown - CCS-01552-ERISA Contractual Capacity field is required when ERISA Plan Regulated is Y or O - while trying to create a NON IND client with EPT as 10, ECC as 01 and ERF as Y.
",Closed,Emergency,CCDEV4,360273,298950,24-JUL-13
655293,195,"When providing less then four characters for doing business as field,the cc non allowable special characters also accepted(i.e like ra$,r=a,$ad etc).It is wrong.it should throwa validation message.",Open,Low,CCDEV4,360273,273850,28-JUL-13
794749,195,Error occured in services is displayed in dev3 for any valid xmls uploaded,Hold,High,CCDEV3,360273,166510,10-JUL-13
26144,192,desc,Hold,Medium,CCDEV4,264965,264965,18-MAR-14
